pet_type,symptoms,condition,advice,urgency,home_care
Cat,"trembling diarrhea seizures vomiting","Poisoning","Critical emergency. Note anything the pet may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Cat,"drooling rapid_heartbeat collapse trembling","Poisoning","Critical emergency. Note anything the pet may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Cat,"seizures vomiting trembling diarrhea","Poisoning","Critical emergency. Note anything the pet may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Cat,"collapse drooling rapid_heartbeat vomiting","Poisoning","Critical emergency. Note anything the pet may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Cat,"diarrhea trembling drooling collapse","Poisoning","Critical emergency. Note anything the pet may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Cat,"yellow_skin yellow_eyes dark_urine lethargy","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"dark_urine yellow_eyes lethargy weakness","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"yellow_eyes yellow_skin weakness loss_of_appetite","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"lethargy dark_urine yellow_skin vomiting","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"weakness yellow_eyes dark_urine lethargy","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"loss_of_appetite yellow_skin lethargy dark_urine","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"yellow_eyes weakness vomiting yellow_skin","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"dark_urine lethargy loss_of_appetite yellow_eyes","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"vomiting yellow_skin weakness dark_urine","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"lethargy yellow_eyes loss_of_appetite yellow_skin","Jaundice","Liver or bile duct problem causing bilirubin buildup.","urgent","Immediate vet visit. Blood and urine tests required."
Cat,"excessive_scratching hair_loss crusty_skin flaky_skin","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"crusty_skin hair_loss excessive_scratching skin_thickening","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"flaky_skin excessive_scratching crusty_skin redness","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"hair_loss skin_thickening excessive_scratching crusty_skin","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"excessive_scratching redness flaky_skin hair_loss","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"crusty_skin skin_thickening redness excessive_scratching","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"hair_loss flaky_skin excessive_scratching skin_thickening","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"redness crusty_skin hair_loss excessive_scratching","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"skin_thickening excessive_scratching flaky_skin redness","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"excessive_scratching hair_loss redness crusty_skin","Mange","Parasitic skin disease caused by mites.","next_morning","Isolate from other pets. Vet will prescribe medicated shampoo."
Cat,"itchy_skin red_patches scaly_skin hair_loss","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"red_patches itchy_skin hair_loss circular_lesions","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"scaly_skin circular_lesions itchy_skin hair_loss","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"hair_loss red_patches scaly_skin itchy_skin","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"circular_lesions itchy_skin red_patches scaly_skin","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"itchy_skin hair_loss circular_lesions red_patches","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"scaly_skin hair_loss circular_lesions itchy_skin","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"red_patches circular_lesions hair_loss scaly_skin","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"itchy_skin scaly_skin red_patches circular_lesions","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"hair_loss circular_lesions itchy_skin scaly_skin","Ringworm","Fungal infection. Highly contagious to humans too.","next_morning","Wear gloves when handling. Antifungal cream from vet."
Cat,"constant_scratching dandruff tiny_black_dots restlessness","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"tiny_black_dots constant_scratching restlessness hair_loss","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"dandruff restlessness constant_scratching skin_irritation","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"restlessness tiny_black_dots hair_loss constant_scratching","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"constant_scratching skin_irritation dandruff tiny_black_dots","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"hair_loss dandruff restlessness constant_scratching","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"tiny_black_dots skin_irritation constant_scratching dandruff","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"restlessness hair_loss tiny_black_dots constant_scratching","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"constant_scratching hair_loss skin_irritation restlessness","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"dandruff tiny_black_dots constant_scratching hair_loss","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Cat,"fur_loss scratching skin_redness dandruff","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"itching skin_redness hair_loss flaky_skin","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"dandruff scratching fur_loss dry_skin","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"skin_redness itching scaly_skin hair_loss","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"flaky_skin fur_loss scratching discomfort","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"dry_skin dandruff itching skin_irritation","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"hair_loss scaly_skin scratching redness","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"fur_loss skin_irritation dandruff itching","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"scratching dry_skin flaky_skin hair_loss","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"skin_redness fur_loss scaly_skin discomfort","Skin Issue","Excessive grooming or allergy.","next_morning","Brush coat daily. Increase fiber in diet."
Cat,"loss_of_balance head_tilt circling falling","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"head_tilt circling loss_of_balance nausea","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"circling falling head_tilt vomiting","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"falling loss_of_balance nausea head_tilt","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"head_tilt loss_of_balance vomiting circling","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"nausea head_tilt falling circling","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"circling vomiting loss_of_balance head_tilt","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"loss_of_balance nausea circling falling","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"vomiting circling head_tilt loss_of_balance","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"falling head_tilt circling nausea","Vestibular Disease","Inner ear problem affecting balance.","urgent","Keep pet safe from stairs. Vet visit for diagnosis."
Cat,"vomiting diarrhea pot_belly weight_loss visible_worms","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"pot_belly visible_worms weight_loss lethargy","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"diarrhea weight_loss visible_worms loss_of_appetite","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"scooting visible_worms pot_belly diarrhea","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"weight_loss lethargy visible_worms vomiting","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"pot_belly diarrhea loss_of_appetite scooting","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"visible_worms weight_loss vomiting lethargy","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"diarrhea pot_belly scooting weight_loss","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"loss_of_appetite visible_worms lethargy pot_belly","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"vomiting scooting diarrhea visible_worms","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep litter box clean."
Cat,"abdominal_pain vomiting diarrhea bloating","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"abdominal_pain nausea loose_stool discomfort","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"abdominal_pain bloating loss_of_appetite vomiting","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"abdominal_pain diarrhea nausea stomach_pain","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"abdominal_pain stomach_pain loose_stool bloating","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"vomiting diarrhea loss_of_appetite weight_loss","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"nausea vomiting stomach_pain loose_stool","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"diarrhea loss_of_appetite bloating discomfort","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"vomiting stomach_pain not_eating loose_stool","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Cat,"diarrhea nausea weight_loss lethargy","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"vomiting diarrhea bloated_stomach restlessness","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"bloated_stomach unproductive_vomiting drooling restlessness","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"restlessness bloated_stomach rapid_breathing collapse","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"drooling bloated_stomach collapse restlessness","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"unproductive_vomiting bloated_stomach drooling rapid_breathing","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"collapse bloated_stomach restlessness drooling","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"rapid_breathing drooling bloated_stomach restlessness","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"bloated_stomach rapid_breathing collapse drooling","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"restlessness drooling unproductive_vomiting bloated_stomach","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"bloated_stomach collapse drooling unproductive_vomiting","Bloat GDV","Life threatening. Stomach twists and traps gas inside.","urgent","Go to emergency vet immediately. Do not wait."
Dog,"bloody_diarrhea vomiting lethargy loss_of_appetite fever","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"vomiting fever bloody_diarrhea lethargy weakness","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"loss_of_appetite bloody_diarrhea fever vomiting","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"lethargy vomiting loss_of_appetite bloody_diarrhea","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"fever weakness bloody_diarrhea vomiting","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"bloody_diarrhea lethargy fever loss_of_appetite","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"vomiting bloody_diarrhea weakness lethargy","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"loss_of_appetite fever vomiting bloody_diarrhea","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"lethargy bloody_diarrhea vomiting fever","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"weakness loss_of_appetite bloody_diarrhea fever","Parvovirus","Highly contagious and often fatal virus in unvaccinated dogs.","urgent","Isolate immediately. Emergency vet. IV fluids needed."
Dog,"coughing exercise_intolerance fainting rapid_breathing","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"fainting rapid_breathing coughing lethargy","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"exercise_intolerance coughing fainting blue_gums","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"rapid_breathing fainting lethargy coughing","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"coughing blue_gums exercise_intolerance fainting","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"lethargy coughing rapid_breathing fainting","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"fainting exercise_intolerance blue_gums coughing","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"blue_gums rapid_breathing fainting lethargy","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"coughing fainting lethargy exercise_intolerance","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"rapid_breathing blue_gums coughing fainting","Heart Disease","Cardiac problem affecting blood circulation.","urgent","Restrict exercise. Low sodium diet. Vet for heart medication."
Dog,"limping hot_joint swollen_joint stiffness","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"stiffness limping swollen_joint reluctance_to_move","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"hot_joint stiffness limping pain","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"swollen_joint limping stiffness hot_joint","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"reluctance_to_move stiffness hot_joint limping","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"pain swollen_joint limping stiffness","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"stiffness hot_joint reluctance_to_move swollen_joint","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"limping pain stiffness hot_joint","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"swollen_joint reluctance_to_move pain stiffness","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"hot_joint limping pain reluctance_to_move","Arthritis","Joint inflammation causing chronic pain. Common in older dogs.","next_morning","Joint supplements. Anti-inflammatory from vet. Soft bedding."
Dog,"limping swelling crying_when_touched not_moving","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"swelling limping pain not_moving","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"crying_when_touched limping swelling reluctance_to_move","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"not_moving pain swelling limping","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"limping crying_when_touched not_moving discomfort","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"swelling reluctance_to_move pain limping","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"pain not_moving crying_when_touched swelling","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"limping discomfort swelling not_moving","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"reluctance_to_move pain limping crying_when_touched","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"swelling limping discomfort reluctance_to_move","Physical Injury","Possible fracture or sprain. Keep dog still.","urgent","Restrict movement. Do not massage. Go to vet immediately."
Dog,"excessive_thirst frequent_urination weight_loss lethargy","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"increased_thirst frequent_urination lethargy weight_loss","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"weight_loss excessive_thirst frequent_urination weakness","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"frequent_urination excessive_thirst weakness lethargy","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"weight_loss lethargy increased_thirst cloudy_eyes","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"excessive_thirst weight_loss lethargy not_eating","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"frequent_urination weakness increased_appetite weight_loss","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"lethargy cloudy_eyes frequent_urination excessive_thirst","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"increased_thirst not_eating weight_loss weakness","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"cloudy_eyes frequent_urination excessive_thirst weight_loss","Diabetes","Blood sugar regulation needed via diet or insulin.","next_morning","Low sugar diet. Vet visit for glucose test required."
Dog,"weight_gain lethargy cold_intolerance hair_thinning","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"hair_thinning weight_gain lethargy exercise_intolerance","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"cold_intolerance lethargy weight_gain hair_thinning","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"exercise_intolerance hair_thinning cold_intolerance weight_gain","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"lethargy cold_intolerance exercise_intolerance weight_gain","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"weight_gain hair_thinning exercise_intolerance lethargy","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"cold_intolerance weight_gain lethargy exercise_intolerance","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"hair_thinning lethargy cold_intolerance weight_gain","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"exercise_intolerance weight_gain hair_thinning cold_intolerance","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"lethargy exercise_intolerance weight_gain cold_intolerance","Hypothyroidism","Underactive thyroid. Very common in dogs.","next_morning","Daily thyroid medication from vet. Regular blood monitoring."
Dog,"excessive_drinking urinating weight_loss vomiting","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"urinating weight_loss lethargy excessive_drinking","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"vomiting excessive_drinking weight_loss weakness","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"weight_loss lethargy vomiting excessive_drinking","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"excessive_drinking weakness urinating vomiting","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"lethargy vomiting excessive_drinking weight_loss","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"urinating vomiting lethargy excessive_drinking","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"weight_loss weakness excessive_drinking urinating","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"vomiting urinating weakness lethargy","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"excessive_drinking lethargy weight_loss urinating","Kidney Disease","Kidney failure causes toxin buildup in blood.","urgent","Low protein diet. Keep hydrated. Immediate vet visit."
Dog,"coughing wheezing open_mouth_breathing blue_gums","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"labored_breathing blue_gums wheezing lethargy","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"open_mouth_breathing coughing blue_gums weakness","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"wheezing labored_breathing lethargy not_eating","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"blue_gums coughing open_mouth_breathing rapid_breathing","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"labored_breathing wheezing blue_gums weakness","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"coughing rapid_breathing open_mouth_breathing lethargy","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"blue_gums labored_breathing weakness wheezing","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"wheezing coughing lethargy blue_gums","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"open_mouth_breathing rapid_breathing labored_breathing weakness","Respiratory Distress","Breathing difficulty is an emergency.","urgent","Go to emergency vet immediately. Keep dog calm."
Dog,"sudden_collapse muscle_twitching paddling_legs unconscious","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
